65

Culture: pt-BR 
Date: 15/05/2023 14:14:11.50094

ENLIGHT Version: 1.13.0.0

Data Save Interval: 1
Timestamp Format: Full

Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAGBY

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 136
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 201
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
Timestamp	# CH 1	# CH 2	# CH 3	# CH 4	# CH 5	# CH 6	# CH 7	# CH 8
15/05/2023 14:14:11.51186	0	0	1	0	1	0	0	0	1545,32246	1553,40109
15/05/2023 14:14:11.51286	0	0	1	0	1	0	0	0	1545,32033	1553,39893
15/05/2023 14:14:11.51386	0	0	1	0	1	0	0	0	1545,31916	1553,40030
15/05/2023 14:14:11.51486	0	0	1	0	1	0	0	0	1545,32304	1553,39717
15/05/2023 14:14:11.51586	0	0	1	0	1	0	0	0	1545,31878	1553,39893
15/05/2023 14:14:11.51686	0	0	1	0	1	0	0	0	1545,32091	1553,39541
15/05/2023 14:14:11.51786	0	0	1	0	1	0	0	0	1545,31994	1553,39972
15/05/2023 14:14:11.51886	0	0	1	0	1	0	0	0	1545,31839	1553,40148
15/05/2023 14:14:11.51986	0	0	1	0	1	0	0	0	1545,32246	1553,39854
15/05/2023 14:14:11.52086	0	0	1	0	1	0	0	0	1545,31548	1553,40089
15/05/2023 14:14:11.52186	0	0	1	0	1	0	0	0	1545,31878	1553,39815
15/05/2023 14:14:11.52286	0	0	1	0	1	0	0	0	1545,32168	1553,39952
15/05/2023 14:14:11.52386	0	0	1	0	1	0	0	0	1545,32168	1553,40148
15/05/2023 14:14:11.52486	0	0	1	0	1	0	0	0	1545,32304	1553,40226
15/05/2023 14:14:11.52586	0	0	1	0	1	0	0	0	1545,31509	1553,39874
15/05/2023 14:14:11.52686	0	0	1	0	1	0	0	0	1545,32227	1553,39599
15/05/2023 14:14:11.52786	0	0	1	0	1	0	0	0	1545,32149	1553,39893
15/05/2023 14:14:11.52886	0	0	1	0	1	0	0	0	1545,31955	1553,40070
15/05/2023 14:14:11.52986	0	0	1	0	1	0	0	0	1545,32052	1553,40070
15/05/2023 14:14:11.53086	0	0	1	0	1	0	0	0	1545,31955	1553,39952
15/05/2023 14:14:11.53186	0	0	1	0	1	0	0	0	1545,32285	1553,39599
15/05/2023 14:14:11.53286	0	0	1	0	1	0	0	0	1545,32168	1553,40226
15/05/2023 14:14:11.53386	0	0	1	0	1	0	0	0	1545,32149	1553,40207
15/05/2023 14:14:11.53486	0	0	1	0	1	0	0	0	1545,32207	1553,39952
15/05/2023 14:14:11.53586	0	0	1	0	1	0	0	0	1545,31975	1553,39834
15/05/2023 14:14:11.53686	0	0	1	0	1	0	0	0	1545,32130	1553,39756
15/05/2023 14:14:11.53786	0	0	1	0	1	0	0	0	1545,32013	1553,39697
15/05/2023 14:14:11.53886	0	0	1	0	1	0	0	0	1545,32227	1553,39952
15/05/2023 14:14:11.53986	0	0	1	0	1	0	0	0	1545,32130	1553,39834
15/05/2023 14:14:11.54086	0	0	1	0	1	0	0	0	1545,31781	1553,39697
15/05/2023 14:14:11.54186	0	0	1	0	1	0	0	0	1545,31858	1553,39599
15/05/2023 14:14:11.54286	0	0	1	0	1	0	0	0	1545,32265	1553,39913
15/05/2023 14:14:11.54386	0	0	1	0	1	0	0	0	1545,32052	1553,40109
15/05/2023 14:14:11.54486	0	0	1	0	1	0	0	0	1545,32207	1553,40285
15/05/2023 14:14:11.54586	0	0	1	0	1	0	0	0	1545,31916	1553,39834
15/05/2023 14:14:11.54686	0	0	1	0	1	0	0	0	1545,32130	1553,39266
15/05/2023 14:14:11.54786	0	0	1	0	1	0	0	0	1545,32207	1553,39893
15/05/2023 14:14:11.54886	0	0	1	0	1	0	0	0	1545,32072	1553,39874
15/05/2023 14:14:11.54986	0	0	1	0	1	0	0	0	1545,31936	1553,39893
15/05/2023 14:14:11.55086	0	0	1	0	1	0	0	0	1545,31916	1553,39854
15/05/2023 14:14:11.55186	0	0	1	0	1	0	0	0	1545,32072	1553,39776
15/05/2023 14:14:11.55286	0	0	1	0	1	0	0	0	1545,32246	1553,39972
15/05/2023 14:14:11.55386	0	0	1	0	1	0	0	0	1545,31878	1553,39972
15/05/2023 14:14:11.55486	0	0	1	0	1	0	0	0	1545,32013	1553,39619
15/05/2023 14:14:11.55586	0	0	1	0	1	0	0	0	1545,31916	1553,40148
15/05/2023 14:14:11.55686	0	0	1	0	1	0	0	0	1545,32149	1553,40050
15/05/2023 14:14:11.55786	0	0	1	0	1	0	0	0	1545,32207	1553,39893
15/05/2023 14:14:11.55886	0	0	1	0	1	0	0	0	1545,31936	1553,39913
15/05/2023 14:14:11.55986	0	0	1	0	1	0	0	0	1545,32149	1553,40207
15/05/2023 14:14:11.56086	0	0	1	0	1	0	0	0	1545,32285	1553,40128
15/05/2023 14:14:11.56186	0	0	1	0	1	0	0	0	1545,31955	1553,39776
15/05/2023 14:14:11.56286	0	0	1	0	1	0	0	0	1545,32227	1553,39717
15/05/2023 14:14:11.56386	0	0	1	0	1	0	0	0	1545,31955	1553,39815
15/05/2023 14:14:11.56486	0	0	1	0	1	0	0	0	1545,31994	1553,39639
15/05/2023 14:14:11.56586	0	0	1	0	1	0	0	0	1545,32362	1553,39932
15/05/2023 14:14:11.56686	0	0	1	0	1	0	0	0	1545,31955	1553,40167
15/05/2023 14:14:11.56786	0	0	1	0	1	0	0	0	1545,32227	1553,39834
15/05/2023 14:14:11.56886	0	0	1	0	1	0	0	0	1545,32227	1553,39776
15/05/2023 14:14:11.56986	0	0	1	0	1	0	0	0	1545,32246	1553,39502
15/05/2023 14:14:11.57086	0	0	1	0	1	0	0	0	1545,31916	1553,40207
