65

Culture: pt-BR 
Date: 11/05/2023 16:02:09.11381

ENLIGHT Version: 1.13.0.0

Data Save Interval: 1
Timestamp Format: Full

Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAGBY

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 135
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 135
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 135
Timestamp	# CH 1	# CH 2	# CH 3	# CH 4	# CH 5	# CH 6	# CH 7	# CH 8
11/05/2023 16:02:09.11716	1	1	0	1	1	1	1	1	1524,30526	1552,85507	1545,30643	1553,04906	1553,36334	1552,97330	1524,54934
11/05/2023 16:02:09.11816	1	1	0	1	1	1	1	1	1524,28942	1552,84490	1545,30778	1553,04691	1553,36373	1552,97898	1524,54160
11/05/2023 16:02:09.11916	1	1	0	1	1	1	1	1	1524,30582	1552,85116	1545,30759	1553,04397	1553,36804	1552,97252	1524,54462
11/05/2023 16:02:09.12016	1	1	0	1	1	1	1	1	1524,31016	1552,85546	1545,30720	1553,04671	1553,36217	1552,97565	1524,54368
11/05/2023 16:02:09.12116	1	1	0	1	1	1	1	1	1524,29941	1552,85018	1545,30837	1553,04887	1553,36569	1552,97702	1524,53990
11/05/2023 16:02:09.12216	1	1	0	1	1	1	1	1	1524,29375	1552,85958	1545,30565	1553,04730	1553,36510	1552,97428	1524,52557
11/05/2023 16:02:09.12316	1	1	0	1	1	1	1	1	1524,30073	1552,84881	1545,30662	1553,04436	1553,36569	1552,97761	1524,53066
11/05/2023 16:02:09.12416	1	1	0	1	1	1	1	1	1524,30262	1552,86016	1545,31108	1553,04749	1553,36491	1552,97682	1524,54424
11/05/2023 16:02:09.12516	1	1	0	1	1	1	1	1	1524,29432	1552,85018	1545,30468	1553,04828	1553,36569	1552,98035	1524,53934
11/05/2023 16:02:09.12616	1	1	0	1	1	1	1	1	1524,30827	1552,85625	1545,30933	1553,04632	1553,36726	1552,97780	1524,54707
11/05/2023 16:02:09.12716	1	1	0	1	1	1	1	1	1524,30205	1552,84529	1545,30740	1553,04710	1553,36530	1552,97722	1524,53972
11/05/2023 16:02:09.12816	1	1	0	1	1	1	1	1	1524,28866	1552,84901	1545,30914	1553,04358	1553,36491	1552,97565	1524,53538
11/05/2023 16:02:09.12916	1	1	0	1	1	1	1	1	1524,29809	1552,84764	1545,30701	1553,04260	1553,36491	1552,97350	1524,52425
11/05/2023 16:02:09.13016	1	1	0	1	1	1	1	1	1524,30318	1552,85272	1545,30701	1553,04965	1553,36413	1552,97996	1524,53123
11/05/2023 16:02:09.13116	1	1	0	1	1	1	1	1	1524,29960	1552,86114	1545,30623	1553,04965	1553,36608	1552,97858	1524,53425
11/05/2023 16:02:09.13216	1	1	0	1	1	1	1	1	1524,29885	1552,84176	1545,30507	1553,04593	1553,36432	1552,97076	1524,52519
11/05/2023 16:02:09.13316	1	1	0	1	1	1	1	1	1524,29620	1552,85860	1545,30643	1553,04573	1553,36452	1552,97839	1524,53594
11/05/2023 16:02:09.13416	1	1	0	1	1	1	1	1	1524,29451	1552,86114	1545,30837	1553,04612	1553,36628	1552,97722	1524,53972
11/05/2023 16:02:09.13516	1	1	0	1	1	1	1	1	1524,29168	1552,85312	1545,30662	1553,04984	1553,36236	1552,97682	1524,53481
11/05/2023 16:02:09.13616	1	1	0	1	1	1	1	1	1524,30827	1552,84940	1545,30953	1553,04573	1553,36373	1552,97506	1524,53745
11/05/2023 16:02:09.13716	1	1	0	1	1	1	1	1	1524,30016	1552,85742	1545,30914	1553,04808	1553,36667	1552,97819	1524,54009
11/05/2023 16:02:09.13816	1	1	0	1	1	1	1	1	1524,28809	1552,84940	1545,30682	1553,04945	1553,36550	1552,97722	1524,53896
11/05/2023 16:02:09.13916	1	1	0	1	1	1	1	1	1524,29941	1552,84705	1545,30778	1553,04515	1553,36608	1552,97487	1524,52613
11/05/2023 16:02:09.14016	1	1	0	1	1	1	1	1	1524,31412	1552,86016	1545,30662	1553,04749	1553,36550	1552,97878	1524,54689
